,Unnamed: 0,course_code,course_class,Rd1_TF,Rd1_rate,Rd2_TF,Rd2_rate,Rd3_TF,Rd3_rate
52,5.0,AR5957A,E1,True,0.2,,,True,0.5
53,6.0,AR5958B,E1,True,0.2,True,0.2,,
54,,AR5958E,L1,,,True,0.2,True,0.25
55,,AR5959,E1,,,,,False,inf
56,,AR5959A,E1,,,True,0.2,True,0.25
57,,AR5959B,E1,,,,,True,0.2
58,2.0,BN2105,L1,True,0.375,True,0.16,True,0.1904761904761904
59,3.0,BN3301,L1,True,0.0533333333333333,True,0.056338028169014,True,0.0151515151515151
60,4.0,BN3402,L1,True,0.3478260869565217,True,0.3333333333333333,True,0.1764705882352941
61,5.0,BN4102,L1,True,0.851063829787234,False,1.1428571428571428,False,inf
62,6.0,BN4202A,L1,True,0.0769230769230769,True,0.054054054054054,,
63,7.0,BN4203,L1,True,0.4230769230769231,True,0.1304347826086956,True,0.2142857142857142
64,8.0,BN4302,L1,True,0.3714285714285714,True,0.0888888888888888,True,0.05
65,9.0,BN4303,L1,True,0.3166666666666666,,,True,0.025
66,10.0,BN4404,L1,True,0.1764705882352941,,,True,0.025
67,11.0,BN4406,L1,True,0.0384615384615384,True,0.02,True,0.0212765957446808
68,,BN5201,L1,,,,,True,0.25
69,,BN5201,L2,,,,,True,0.5
70,12.0,BN5203,L1,False,1.3333333333333333,,,False,inf
71,13.0,BN5207,L1,True,0.4,False,3.0,,
72,,BN5209,L1,,,,,False,5.0
73,8.0,BSE3701,SA1,True,0.6,True,0.3125,True,0.1
74,9.0,BSE3702,SA1,False,1.6,,,False,inf
75,10.0,BSE3703,SA1,True,0.6571428571428571,True,0.2857142857142857,True,0.1
76,11.0,BSE3713,SA1,True,0.4,True,0.1428571428571428,True,0.2631578947368421
77,12.0,BSE4711,SA1,True,0.1333333333333333,True,0.0256410256410256,,
78,13.0,BSE4761A,SA1,True,0.6888888888888889,False,1.25,True,1.0
79,14.0,BSN3701,SA1,True,0.1304347826086956,True,0.35,True,0.6
80,15.0,BSN3701,SA2,True,0.6086956521739131,False,2.3333333333333335,False,5.5
81,16.0,BSN3702,SA1,True,0.36,False,1.375,False,2.5
82,17.0,BSN3702,SA2,True,0.2,True,0.65,False,1.5714285714285714
83,1.0,BSN3703,SA1,True,0.1777777777777777,True,1.0,False,10.0
84,2.0,BSN3714,SA1,True,0.22,,,True,0.1666666666666666
85,3.0,BSN3715,SA1,True,0.2,,,,
86,4.0,BSN4711,SA1,True,0.44,True,0.1739130434782608,True,0.2941176470588235
87,5.0,BSN4811,SA1,True,0.12,True,0.1428571428571428,True,0.16
88,,BSP1702,SA1,,,True,0.2,True,0.7777777777777778
89,6.0,BSP1702,SA2,False,2.125,False,5.0,False,2.0
90,7.0,BSP1702,SA3,False,1.1904761904761905,False,4.0,True,1.0
91,8.0,BSP1702,SA4,True,0.9,False,2.0,True,1.0
92,9.0,BSP1702,SA5,True,0.6470588235294118,True,0.1666666666666666,True,0.8
93,10.0,BSP1702,SA6,True,0.631578947368421,True,0.2,True,1.0
94,11.0,BSP1702,SA7,False,1.0625,True,1.0,True,1.0
95,12.0,BSP1702,SA8,False,1.4705882352941178,False,3.5,True,1.0
96,13.0,BSP1702X,SA1,True,0.84,True,1.0,False,inf
97,14.0,BSP1703,LD1,True,0.7142857142857143,True,0.75,False,2.7
98,15.0,BSP1703,LD2,False,1.0925925925925926,False,2.8333333333333335,False,3.0
99,,BSP2701,LX1,,,,,True,0.0520833333333333
100,16.0,BSP3701A,SA1,True,0.074074074074074,True,0.0588235294117647,True,0.074074074074074
101,17.0,BSP3701A,SA2,False,1.1071428571428572,True,0.4166666666666667,False,inf
102,1.0,BSP3701B,SB1,True,0.75,,,True,0.25
103,2.0,BSP3701C,SC1,True,0.6666666666666666,True,0.25,True,0.1818181818181818
104,14.0,BST3762,SA1,True,0.7,True,0.6,False,inf
105,1.0,BT1101,L1,True,0.24,True,0.131578947368421,True,0.3711340206185567
106,2.0,BT2101,L1,True,0.5714285714285714,True,0.1034482758620689,True,0.2692307692307692
107,3.0,BT2102,L1,True,0.8696969696969697,True,0.1521739130434782,True,0.6923076923076923
108,4.0,BT3017,L1,False,1.3157894736842106,False,2.5,False,10.0
109,5.0,BT3102,L1,True,0.7290322580645161,True,0.1627906976744186,True,0.0263157894736842
110,6.0,BT3103,L1,False,1.4454545454545455,False,1.096774193548387,False,inf
111,7.0,BT3103,L2,False,1.1090909090909091,True,0.9666666666666668,False,2.0
112,8.0,BT4016,L1,True,0.875,True,0.5,True,0.1111111111111111
113,9.0,BT4103,L1,True,0.6,True,0.1132075471698113,True,0.1489361702127659
114,10.0,BT4211,L1,True,0.5857142857142857,True,0.2,True,0.1
115,11.0,BT4221,L1,False,1.56,True,0.6491228070175439,True,0.35
116,12.0,BT4222,L1,True,0.7583333333333333,True,0.4102564102564102,True,0.4782608695652174
117,13.0,BT4240,L1,False,1.0727272727272728,False,1.1666666666666667,False,2.0
118,14.0,BT4301,L1,True,0.275,True,0.0666666666666666,True,0.0357142857142857
119,15.0,BWS3818,SA1,True,0.0277777777777777,,,,
120,,CDE2000,L1,,,False,1.0644257703081232,False,5.181818181818182
121,15.0,CDE2501,L01,True,0.7618181818181818,True,0.532520325203252,True,0.8143939393939394
122,16.0,CDE2502,L01,True,0.225,True,0.1052631578947368,True,0.2121212121212121
123,17.0,CDE2503,L01,True,0.225,True,0.0531914893617021,True,0.0985915492957746
124,1.0,CDE4501B,L01,True,0.1,True,0.0925925925925925,,
125,16.0,CE2003,L01,True,0.3,True,0.0344827586206896,True,0.0416666666666666
126,17.0,CE2155,L01,True,0.5625,,,,
127,1.0,CE2407B,L01,True,0.79,True,0.1504424778761062,True,0.4468085106382978
128,2.0,CE3115,L01,True,0.5714285714285714,True,0.0666666666666666,True,0.04
129,3.0,CE3116,L01,True,0.0461538461538461,True,0.0454545454545454,True,0.0816326530612244
130,4.0,CE3132,L01,True,0.425,True,0.0704225352112676,True,0.032258064516129
131,5.0,CE3166,L01,True,0.3833333333333333,True,0.0533333333333333,True,0.044776119402985
132,,CE4002,L01,,,True,0.1142857142857142,True,0.3076923076923077
133,6.0,CE4103R,DL01,True,0.2166666666666666,,,True,0.0425531914893617
134,7.0,CE4104,L01,True,0.1266666666666666,True,0.0305343511450381,True,0.0234375
135,,CE5310AB,L01,,,,,True,0.6
136,2.0,CFA3160,S1,True,0.4333333333333333,True,0.0555555555555555,True,0.2352941176470588
137,4.0,CFG1003,L01,True,0.468,True,0.4352059925093633,True,0.6350649350649351
138,5.0,CFG1003,L02,False,inf,,,,
139,6.0,CFG1003,L04,False,inf,,,True,0.5
140,7.0,CFG1003,L05,False,inf,,,,
141,8.0,CFG1004,L01,True,0.4956,True,0.4869505494505494,True,0.7681498829039812
142,9.0,CFG1004,L02,False,inf,,,,
143,10.0,CFG1004,L03,False,inf,,,False,inf
144,11.0,CFG1004,L04,False,inf,True,1.0,True,0.3333333333333333
145,12.0,CFG1004,L05,False,inf,,,,
146,13.0,CFG1600,E1,False,1.1923076923076923,False,1.4285714285714286,False,inf
147,14.0,CFG1600,E2,False,1.1538461538461535,False,1.0833333333333333,False,inf
148,15.0,CFG2100,L01,False,3.21875,False,inf,False,inf
149,16.0,CFG3001,L01,True,0.17,True,0.0809523809523809,True,0.1111111111111111
150,17.0,CFG3001,L02,True,0.3373493975903614,True,0.2811594202898551,True,0.189516129032258
151,1.0,CFG3001,L03,True,0.286,True,0.149584487534626,True,0.1889250814332247
152,2.0,CFG3001,L04,True,0.268,True,0.1743869209809264,True,0.1672131147540983
153,3.0,CFG3001,L05,True,0.1975308641975308,True,0.1105527638190954,True,0.121813031161473
154,4.0,CFG3001,L06,True,0.088,True,0.0739130434782608,True,0.0375586854460093
155,13.0,CG2023,L01,True,0.625,,,,
156,14.0,CG2023,L02,True,0.2857142857142857,,,,
157,15.0,CG2023,L04,True,0.0666666666666666,,,,
158,16.0,CG2027,L01,True,0.3181818181818182,True,0.0131578947368421,True,0.88
159,17.0,CG2028,L01,True,0.3272727272727272,True,0.0266666666666666,True,0.7808219178082192
160,1.0,CG2271,L01,True,0.8416666666666667,True,0.3684210526315789,True,0.25
161,2.0,CG4002,L1,True,0.72,True,0.7419354838709677,,
162,3.0,CG4002,L2,True,1.0,True,0.8823529411764706,,
163,2.0,CH1101E,L1,True,0.0571428571428571,True,0.3333333333333333,True,0.5238095238095238
164,3.0,CH2141,L1,True,0.4857142857142857,True,0.0555555555555555,True,0.7941176470588235
165,4.0,CH2162,E1,True,0.1666666666666666,True,0.08,True,0.0434782608695652
166,5.0,CH2252,E1,True,0.4333333333333333,True,0.2777777777777778,True,0.2142857142857142
167,6.0,CH2276,L1,True,0.3,True,0.4545454545454545,True,0.25
168,7.0,CH2291,L1,True,0.3076923076923077,False,1.05,False,1.3333333333333333
169,8.0,CH3244,E1,True,0.0666666666666666,True,0.0357142857142857,True,0.1071428571428571
170,9.0,CH3293,L1,True,0.0666666666666666,True,0.0357142857142857,True,0.04
171,10.0,CH3295,E1,True,0.2666666666666666,True,0.2608695652173913,True,0.0666666666666666
172,11.0,CH4201,L1,True,0.4666666666666667,True,0.5,True,0.6
173,12.0,CH4222,E1,True,0.5333333333333333,True,0.5,True,0.5
174,13.0,CH4243,E1,True,0.6666666666666666,False,1.2,,
175,14.0,CH4281,E1,True,0.4,True,0.2222222222222222,True,0.125
176,15.0,CL1101E,L1,True,0.3,True,0.475,True,0.8571428571428571
177,16.0,CL2101,L1,True,0.66,True,0.1176470588235294,True,0.4
178,17.0,CL2102,L1,True,0.2,,,True,0.0833333333333333
179,1.0,CL3104,E1,True,0.8857142857142857,True,0.25,True,1.0
180,2.0,CL3204,L1,True,0.3,True,0.0476190476190476,True,0.05
181,5.0,CLC1101,L1,False,2.8333333333333335,False,inf,False,inf
182,6.0,CLC2204,E1,True,0.7230769230769231,False,2.5,False,6.0
183,7.0,CLC3303,E1,True,0.5925925925925926,False,1.3571428571428572,False,3.5
184,8.0,CLC3304A,E1,False,1.8,False,inf,False,inf
185,9.0,CLC3307,E1,True,0.5925925925925926,False,1.1428571428571428,False,3.5
186,20.0,CM1102,L1,True,0.425,True,0.6170212765957447,False,1.5294117647058822
187,21.0,CM2112,L1,True,0.7333333333333333,True,0.1904761904761904,True,0.3888888888888889
188,22.0,CM2122,L1,False,1.0133333333333334,,,False,4.0
189,23.0,CM2133,L1,True,0.5652173913043478,True,0.05,True,0.0789473684210526
190,24.0,CM2143,L1,True,0.88,,,True,0.3333333333333333
191,1.0,CM3111,L1,True,0.8222222222222222,True,0.0625,True,0.1333333333333333
192,2.0,CM3121,L1,True,0.5222222222222223,True,0.0681818181818181,True,0.073170731707317
193,3.0,CM3131,L1,True,0.5444444444444444,True,0.025,True,0.05
194,4.0,CM3141,L1,True,0.5666666666666667,,,True,0.075
195,5.0,CM3191,L1,True,0.65,True,0.0357142857142857,True,0.0357142857142857
196,6.0,CM3192,L1,True,0.7,True,0.1153846153846153,True,0.0416666666666666
197,7.0,CM3212,L1,True,0.64,True,0.1904761904761904,True,0.1764705882352941
198,8.0,CM3221,L1,True,0.34,True,0.0606060606060606,,
199,9.0,CM3225,L1,True,0.925,True,1.0,,
200,10.0,CM3251,L1,True,0.0222222222222222,,,True,0.0444444444444444
201,11.0,CM3253,L1,True,0.3333333333333333,True,0.0333333333333333,True,0.0344827586206896
202,12.0,CM3254,L1,True,0.5,True,0.12,True,0.0454545454545454
203,13.0,CM3296,L1,True,0.275,,,True,0.0689655172413793
204,14.0,CM4215,L1,True,0.5,True,0.074074074074074,,
205,15.0,CM4236,L1,True,0.4,True,0.064516129032258,True,0.0344827586206896
206,16.0,CM4242,L1,True,0.86,,,True,0.1111111111111111
207,17.0,CM4258,L1,True,0.0222222222222222,,,,
208,18.0,CM4269,L1,True,0.5777777777777777,True,0.0526315789473684,,
209,19.0,CM4282,L1,True,0.8222222222222222,,,,
210,5.0,CN2103,L1,True,0.1515151515151515,True,0.0714285714285714,True,0.08
211,6.0,CN2104,L1,True,0.24,,,True,0.2105263157894736
212,7.0,CN2105,L1,True,0.8195121951219512,True,0.3714285714285714,True,0.4186046511627907
213,8.0,CN2106,L1,True,0.8195121951219512,True,0.1025641025641025,True,0.2571428571428571
214,9.0,CN3103,L1,True,0.6666666666666666,True,0.25,True,0.0285714285714285
215,10.0,CN3104,L1,True,0.1925925925925926,True,0.0267857142857142,True,0.018348623853211
216,,CN3135,L1,,,True,0.2,,
217,11.0,CN4101,L1,True,0.4,True,0.0952380952380952,True,0.1052631578947368
218,12.0,CN4102,S1,True,0.6590909090909091,True,0.4,True,0.3
219,13.0,CN4102,S2,True,0.9090909090909092,True,1.0,,
220,14.0,CN4102,S3,False,1.318181818181818,False,4.0,False,4.0
221,15.0,CN4102,S4,True,0.2954545454545454,True,0.1612903225806451,True,0.0769230769230769
222,16.0,CN4118,L1,True,0.25,True,0.1333333333333333,True,0.0769230769230769
223,17.0,CN4119,L1,True,0.7,True,0.2333333333333333,True,0.1521739130434782
224,1.0,CN4123R,L1,True,0.1111111111111111,True,0.125,True,0.1428571428571428
225,2.0,CN4201R,L1,True,0.5,True,0.217391304347826,True,0.2631578947368421
226,3.0,CN4221R,L1,True,0.65,True,0.3333333333333333,True,0.0909090909090909
227,4.0,CN4227R,L1,True,0.3571428571428571,,,,
228,5.0,CN4247R,L1,False,1.0666666666666669,,,False,inf
229,6.0,CN4248,L1,True,0.8333333333333334,True,0.8,True,0.5
230,7.0,CN4249,L1,True,0.3947368421052631,,,,
231,8.0,CN4251,L1,True,0.3,True,0.0952380952380952,True,0.0526315789473684
232,9.0,CN5111,L1,False,1.4,True,0.2,True,0.25
233,10.0,CN5172,L1,True,0.8,True,0.25,,
234,,CN5190,L1,,,True,0.1,True,0.2222222222222222
235,11.0,CN5191,L1,True,0.6,True,0.5,,
236,,CN5194,L1,,,,,False,inf
237,12.0,CN5203,L1,True,0.45,True,0.2727272727272727,True,0.125
238,13.0,CN5205,L1,True,0.8,True,1.0,True,1.0
239,14.0,CN5206,L1,True,0.25,,,,
240,2.0,COS1000,L1,True,0.6164383561643836,True,0.1774193548387097,True,0.4423076923076923
241,3.0,COS1000,L2,True,0.5285714285714286,True,0.1044776119402985,True,0.2253521126760563
242,5.0,CP1008,L1,True,0.316,True,0.1213872832369942,False,1.471698113207547
243,6.0,CP2201,L1,True,0.645,False,3.324675324675325,False,3.363636363636364
244,17.0,CS1010,S1,True,0.1020408163265306,True,0.1276595744680851,True,0.1666666666666666
245,1.0,CS1010E,S1,True,0.4194444444444444,True,0.308457711442786,False,1.25
246,2.0,CS1010E,S2,True,0.9416666666666668,False,3.3043478260869565,False,28.0
247,3.0,CS1010S,L1,True,0.2692307692307692,True,0.0898203592814371,True,0.967948717948718
248,4.0,CS1101S,L1,True,0.4285714285714285,True,0.0909090909090909,True,0.1
249,5.0,CS1231,S1,True,0.3012048192771084,True,0.0393258426966292,True,0.9929078014184396
250,6.0,CS1231S,L1,True,0.7222222222222222,True,0.0784313725490196,True,0.1304347826086956
251,7.0,CS2030,L1,False,1.065217391304348,False,1.5,False,19.0
252,8.0,CS2030,L2,True,0.5818181818181818,True,0.1666666666666666,True,0.5454545454545454
253,14.0,CS2030DE,P01,True,0.6714285714285714,True,0.3333333333333333,True,0.9444444444444444
254,9.0,CS2030S,L1,True,1.0,False,1.8125,False,3.888888888888889
255,10.0,CS2040,L1,True,0.7089285714285715,True,0.239766081871345,True,0.1666666666666666
256,11.0,CS2040C,L1,True,0.2153846153846154,True,0.396039603960396,True,0.8095238095238095
257,15.0,CS2040DE,L01,True,0.3176470588235294,True,0.08,True,0.1130434782608695
258,12.0,CS2040S,L1,True,0.872093023255814,True,0.6428571428571429,False,1.5333333333333334
259,13.0,CS2040S,L2,False,1.0810810810810811,False,1.8,False,inf
260,14.0,CS2100,L1,True,0.4129032258064516,True,0.0362694300518134,True,0.141025641025641
261,15.0,CS2100,L2,True,0.3909090909090909,True,0.0813397129186602,True,0.1546391752577319
262,16.0,CS2100DE,P01,True,0.6571428571428571,True,0.5,True,0.5714285714285714
263,16.0,CS2102,L1,True,0.7625,True,0.2149532710280373,True,0.4204545454545454
264,17.0,CS2103,L1,True,0.8,True,0.3333333333333333,True,0.5
265,17.0,CS2103DE,L01,True,0.0666666666666666,True,0.0952380952380952,True,0.0263157894736842
266,1.0,CS2103T,LG01,True,0.4,True,0.3333333333333333,False,3.0
267,2.0,CS2103T,LG02,True,0.5,True,0.0909090909090909,,
268,3.0,CS2103T,LG03,True,0.95,,,,
269,4.0,CS2103T,LG04,True,0.6,True,0.25,,
270,5.0,CS2103T,LG05,True,0.9,,,,
271,6.0,CS2103T,LG06,True,0.1,True,1.0,,
272,7.0,CS2103T,LG07,True,1.0,True,1.0,,
273,8.0,CS2103T,LG08,False,1.15,,,False,inf
274,9.0,CS2103T,LG09,False,1.05,,,True,1.0
275,10.0,CS2103T,LG10,True,1.0,True,1.0,,
276,11.0,CS2103T,LG11,True,0.45,,,True,0.1111111111111111
277,12.0,CS2103T,LG12,False,1.4,,,,
278,13.0,CS2103T,LG13,False,1.35,,,,
279,14.0,CS2103T,LG14,True,0.25,,,,
280,15.0,CS2103T,LG15,True,0.6666666666666666,True,1.0,,
281,16.0,CS2103T,LG16,False,1.1,,,,
282,17.0,CS2103T,LG17,True,0.9,,,,
283,1.0,CS2103T,LG18,False,1.2,,,False,3.0
284,2.0,CS2103T,LG19,True,0.8,True,0.3333333333333333,True,0.5
285,3.0,CS2103T,LG20,True,0.6111111111111112,True,1.0,True,1.0
286,4.0,CS2103T,LG21,True,0.5,True,0.4444444444444444,,
287,5.0,CS2105,L1,True,0.8976744186046511,True,0.5689655172413793,False,1.1666666666666667
288,6.0,CS2106,L1,False,1.0604651162790697,False,4.75,False,2.1666666666666665
289,7.0,CS2106,L2,False,1.7974683544303798,False,7.833333333333333,True,1.0
290,8.0,CS2107,L1,True,0.8642857142857143,True,0.2857142857142857,True,0.8157894736842105
291,9.0,CS2108,L1,True,0.953846153846154,True,1.0,False,10.0
292,10.0,CS2109S,L1,True,0.8777777777777778,True,0.3191489361702128,True,0.53125
293,11.0,CS2109S,L2,True,0.9591078066914498,False,1.1538461538461535,False,1.4
294,12.0,CS2113,L1,True,0.1428571428571428,,,True,0.4
295,13.0,CS3203,L1,True,0.16,True,0.0476190476190476,True,0.075
296,14.0,CS3210,L1,False,1.2,False,3.2,False,18.0
297,15.0,CS3211,L1,False,1.195,False,3.2857142857142856,False,1.368421052631579
298,16.0,CS3213,L1,False,1.2476190476190476,False,4.666666666666667,False,5.75
299,17.0,CS3223,L1,True,0.8666666666666667,True,0.925925925925926,False,2.0833333333333335
300,1.0,CS3230,L1,True,0.6404761904761904,True,0.0975609756097561,True,0.1768707482993197
301,2.0,CS3234,L1,True,0.3789473684210526,True,0.1076923076923077,True,0.2280701754385964
302,3.0,CS3235,L1,True,0.8818181818181818,True,0.5,True,1.0
303,4.0,CS3236,L1,True,0.676923076923077,True,0.375,True,0.4705882352941176
304,5.0,CS3240,L1,True,0.38,True,0.1269841269841269,True,0.0909090909090909
305,6.0,CS3242,L1,True,0.3666666666666666,True,0.2105263157894736,True,0.0666666666666666
306,7.0,CS3243,L1,True,0.29,True,0.1971830985915492,True,0.1052631578947368
307,8.0,CS3244,L1,True,0.7142857142857143,True,0.2575757575757575,True,0.4651162790697674
308,9.0,CS3245,L1,True,0.3,True,0.072289156626506,True,0.1794871794871795
309,10.0,CS3247,L1,True,0.9230769230769232,True,0.3333333333333333,True,0.6666666666666666
310,11.0,CS3263,L1,True,0.44375,True,0.134020618556701,True,0.2048192771084337
311,12.0,CS3264,L1,True,0.4944444444444444,True,0.125,True,0.0681818181818181
312,13.0,CS4215,L1,True,0.5466666666666666,True,0.2432432432432432,True,0.2
313,14.0,CS4218,L1,True,0.8121212121212121,True,0.4571428571428571,True,0.1363636363636363
314,15.0,CS4220,L1,True,0.25,,,True,0.1333333333333333
315,16.0,CS4221,L1,False,1.9,False,2.5,False,inf
316,17.0,CS4222,L1,True,0.8387096774193549,True,0.4666666666666667,False,1.105263157894737
317,1.0,CS4225,L1,True,0.9809523809523808,False,3.8181818181818183,False,3.0
318,2.0,CS4230,L1,True,0.64,True,0.4444444444444444,True,0.6
319,3.0,CS4231,L1,True,0.6454545454545455,True,0.2674418604651162,True,0.421875
320,4.0,CS4238,L1,False,1.3222222222222222,False,9.0,False,inf
321,5.0,CS4240,L1,True,0.3076923076923077,True,0.1777777777777777,True,0.0263157894736842
322,6.0,CS4242,L1,True,0.025,True,0.0256410256410256,True,0.0789473684210526
323,7.0,CS4243,L1,True,0.55,True,0.1645569620253164,True,0.2857142857142857
324,8.0,CS4246,L1,True,0.3384615384615385,True,0.1111111111111111,True,0.1
325,9.0,CS4247,L1,True,0.95,True,0.6666666666666666,False,2.0
326,10.0,CS4248,L1,True,0.8166666666666667,True,0.875,False,2.0
327,11.0,CS4248,L2,False,1.68,False,1.6363636363636365,False,18.0
328,12.0,CS4249,L1,True,0.4,True,0.0555555555555555,True,0.0303030303030303
329,13.0,CS4277,L1,True,0.425,True,0.1739130434782608,True,0.35
330,14.0,CS4330,L1,True,0.1333333333333333,,,,
331,,CS5230,L1,,,True,1.0,,
332,15.0,CS5321,L1,False,1.2,True,1.0,True,0.1
333,10.0,DAO1704,SA1,True,0.5714285714285714,True,0.5,True,1.0
334,11.0,DAO1704,SA2,True,0.4,True,1.0,True,0.5
335,12.0,DAO1704,SA3,False,1.9444444444444444,False,1.6666666666666667,False,5.0
336,13.0,DAO1704,SA4,False,1.368421052631579,,,False,2.0
337,14.0,DAO1704,SA5,True,0.7619047619047619,True,0.25,True,0.25
338,15.0,DAO1704,SA6,False,5.5,False,2.357142857142857,False,3.3333333333333335
339,16.0,DAO1704,SA7,False,1.6842105263157894,,,False,3.5
340,17.0,DAO1704X,LQ1,True,0.48,True,0.3725490196078431,False,1.032258064516129
341,1.0,DAO2702,L1,True,0.6973684210526315,True,0.3409090909090909,True,0.3055555555555556
342,2.0,DAO2702,L2,True,0.4117647058823529,True,0.0142857142857142,,
343,3.0,DAO2702X,L1,False,1.2,False,2.0,False,inf
344,4.0,DAO2702X,L2,False,1.1333333333333333,False,3.0,False,1.6666666666666667
345,5.0,DAO2703,LF1,False,1.6875,False,1.7741935483870968,False,2.0
346,6.0,DAO2703,LF2,False,1.3,False,1.6785714285714286,False,1.9047619047619049
347,7.0,DBA3701,SA1,True,0.26,True,0.1304347826086956,True,0.4
348,8.0,DBA3702,SA1,True,0.4210526315789473,True,0.4583333333333333,True,0.6923076923076923
349,9.0,DBA3702,SA2,False,1.0256410256410255,False,1.5,False,inf
350,10.0,DBA3711,SA1,True,0.2888888888888888,,,False,inf
351,11.0,DBA3713,SA1,True,0.5555555555555556,True,0.125,True,0.5
352,12.0,DBA3803,SA1,True,0.65625,True,0.75,False,1.5
353,13.0,DBA3803,SA2,True,0.8,True,0.5,False,1.25
354,14.0,DBA4711,SA1,True,0.4444444444444444,True,0.0625,,
355,15.0,DBA4714,SA1,True,0.7555555555555555,True,0.4615384615384615,True,1.0
356,16.0,DBA4811,SA1,True,0.4888888888888889,True,0.25,False,1.0909090909090908
357,17.0,DBA4812,SA1,True,0.7333333333333333,True,0.75,False,2.0
358,1.0,DBA4814,SA1,True,0.7111111111111111,True,1.0,False,4.5
359,7.0,DEP5102,L1,True,1.0,,,,
360,8.0,DEP5110,L1,True,1.0,,,True,1.0
361,,DEP5111,L1,,,True,0.5,True,1.0
362,9.0,DEP5113,L1,True,0.5,,,True,1.0
363,2.0,DOS3701,SA1,True,0.59375,True,0.4,True,0.2
